keep_label,review_status,review_notes,cik,company_name,aaer_year,match_score,aaer_date,aaer_numbers,aaer_details,aaer_links,label_source,normalized_company_name,distinctive_company_tokens,exact_company_phrase_in_aaer,distinctive_token_coverage,triage_category,automation_status,automation_reason
1,LIKELY COMPANY MATCH,,893949,"PEDIATRIX MEDICAL GROUP, INC.",2009,100,5-Mar-09,AAER-2943,"Pediatrix Medical Group, Inc. Release No. LR-20927, AAER-2943 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-20927 | https://www.sec.gov/files/litigation/complaints/2009/comp20927.pdf,SEC AAER index + company-name candidate matching,PEDIATRIX MEDICAL GROUP,PEDIATRIX | MEDICAL,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,879682,PLC SYSTEMS INC,2010,100,3-Mar-10,AAER-3117,"Verint Systems Inc. Release No. LR-21428, AAER-3117 See Also: SEC Complaint against Verint , Administrative Proceedings Release",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21428 | https://www.sec.gov/files/litigation/complaints/2010/comp21428.pdf | https://www.sec.gov/files/litigation/admin/2010/34-61635.pdf,SEC AAER index + company-name candidate matching,SYSTEMS,,True,0.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,879682,PLC SYSTEMS INC,2010,100,3-Mar-10,AAER-3117,"Verint Systems Inc. Release No. 34-61635, AAER-3117",https://www.sec.gov/files/litigation/admin/2010/34-61635.pdf,SEC AAER index + company-name candidate matching,SYSTEMS,,True,0.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,879682,PLC SYSTEMS INC,2010,100,5-May-10,AAER-3131,"Spongetech Delivery Systems, Inc., RM Enterprises International, Inc., Steven Y. Moskowitz, Michael E. Metter, George Speranza, Joel Pensley and Jack Halperin Release No. LR-21515, AAER-3131 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21515 | https://www.sec.gov/files/litigation/complaints/2010/comp21515.pdf,SEC AAER index + company-name candidate matching,SYSTEMS,,True,0.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
0,LIKELY COMPANY MATCH,,879682,PLC SYSTEMS INC,2018,100,10-Jul-18,AAER-3949,"Advanced Drainage Systems, Inc. and Mark B. Sturgeon, CPA Release No. 33-10517, 34-83612, AAER-3949 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2018/33-10517.pdf | https://www.sec.gov/enforce/33-10517-s,SEC AAER index + company-name candidate matching,SYSTEMS,,True,0.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,No distinctive company-name token appears in the AAER title.
1,LIKELY COMPANY MATCH,,1010552,POLYCOM INC,2015,100,31-Mar-15,AAER-3645,"Polycom, Inc. Release No. 34-74613, AAER-3645",https://www.sec.gov/files/litigation/admin/2015/34-74613.pdf,SEC AAER index + company-name candidate matching,POLYCOM,POLYCOM,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,1630856,PROFESSIONAL HOLDING CORP.,2020,100,24-Apr-20,AAER-4131,"PLS,, CPA a Professional Corporation Pls a/k/a, CPAS Park, Chang G., CPA Park, a/k/a Changgeun Lee, Joseph Yongyun, CPA Lee, a/k/a Yong Yun Lee, Juchi, CPA Fernandez, a/k/a Juchi Lee Lee, Ju-Chi Lee, Ju Chi Lee, Sue Release No. 34-88739, AAER-4131 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2020/34-88739.pdf | https://www.sec.gov/enforce/34-88739-s,SEC AAER index + company-name candidate matching,PROFESSIONAL,PROFESSIONAL,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,1630856,PROFESSIONAL HOLDING CORP.,2021,100,9-Jul-21,AAER-4224,"PLS,, CPA a Professional Corporation Pls a/k/a, CPAS Park, Chang G., CPA Park, a/k/a Changgeun Lee, Joseph Yongyun, CPA Lee, a/k/a Yong Yun Lee, Juchi, CPA Fernandez, a/k/a Juchi Lee Lee, Ju-Chi Lee, Ju Chi Lee, Sue Release No. 34-92361, AAER-4224 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2021/34-92361.pdf | https://www.sec.gov/enforce/34-92361-s,SEC AAER index + company-name candidate matching,PROFESSIONAL,PROFESSIONAL,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
1,LIKELY COMPANY MATCH,,1088033,QUEST SOFTWARE INC,2009,100,12-Mar-09,AAER-2949,"Quest Software, Inc., Vincent C. Smith, John J. Laskey, and Kevin E. Brooks Release No. LR-20950, AAER-2949 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-20950 | https://www.sec.gov/files/litigation/complaints/2009/comp20950.pdf,SEC AAER index + company-name candidate matching,QUEST SOFTWARE,QUEST | SOFTWARE,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1024478,ROCKWELL AUTOMATION INC,2011,100,3-May-11,AAER-3274,"Rockwell Automation, Inc. Release No. 34-64380, AAER-3274",https://www.sec.gov/files/litigation/admin/2011/34-64380.pdf,SEC AAER index + company-name candidate matching,ROCKWELL AUTOMATION,ROCKWELL | AUTOMATION,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1100778,ROKK3R INC.,2021,100,29-Apr-21,AAER-4217,"Rokk3r, Inc. Release No. 34-91721, AAER-4217",https://www.sec.gov/files/litigation/admin/2021/34-91721.pdf,SEC AAER index + company-name candidate matching,ROKK3R,ROKK3R,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,84839,ROLLINS INC,2010,100,22-Jul-10,AAER-3156,"Dell Inc., Michael S. Dell, Kevin B. Rollins, James M. Schneider, Leslie L. Jackson, Nicholas A.R. Dunning Release No. LR-21599, AAER-3156 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21599 | https://www.sec.gov/files/litigation/complaints/2010/comp21599.pdf,SEC AAER index + company-name candidate matching,ROLLINS,ROLLINS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_REJECT_OBVIOUS_MISMATCH,Only a single name token appears without an immediate corporate suffix; likely a person/surname collision.
1,LIKELY COMPANY MATCH,,84839,ROLLINS INC,2022,100,18-Apr-22,AAER-4294,"Rollins, Inc. and Paul Edward Northen Release No. 33-11052, 34-94742, AAER-4294",https://www.sec.gov/files/litigation/admin/2022/33-11052.pdf,SEC AAER index + company-name candidate matching,ROLLINS,ROLLINS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1514732,"SAEXPLORATION HOLDINGS, INC.",2023,100,25-Apr-23,AAER-4402,"SAExploration Holdings, Inc., et al. Release No. LR-25700, AAER-4402 See Also: Final Judgment - Jeffrey A. Hastings , Order - Lori Hastings",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-25700 | https://www.sec.gov/files/litigation/litreleases/2023/judg25700-hastings.pdf | https://www.sec.gov/files/litigation/litreleases/2023/order25700-hastings.pdf,SEC AAER index + company-name candidate matching,SAEXPLORATION,SAEXPLORATION,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1675634,"SHIFTPIXY, INC.",2021,100,29-Apr-21,AAER-4214,"ShiftPixy, Inc. Release No. 34-91717, AAER-4214",https://www.sec.gov/files/litigation/admin/2021/34-91717.pdf,SEC AAER index + company-name candidate matching,SHIFTPIXY,SHIFTPIXY,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1092796,SMITH & WESSON HOLDING CORP,2014,100,28-Jul-14,AAER-3571,"Smith & Wesson Holding Corporation Release No. 34-72678, AAER-3571",https://www.sec.gov/files/litigation/admin/2014/34-72678.pdf,SEC AAER index + company-name candidate matching,SMITH AND WESSON,SMITH | WESSON,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,93556,"STANLEY BLACK & DECKER, INC.",2023,100,20-Jun-23,AAER-4422,"Stanley Black & Decker, Inc. Release No. 34-97761, AAER-4422",https://www.sec.gov/files/litigation/admin/2023/34-97761.pdf,SEC AAER index + company-name candidate matching,STANLEY BLACK AND DECKER,STANLEY | BLACK | DECKER,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1277998,"STRATUM HOLDINGS, INC.",2009,100,14-Apr-09,AAER-2963,"Stratum Holdings, Inc. Release No. 34-59767, AAER-2963",https://www.sec.gov/files/litigation/admin/2009/34-59767.pdf,SEC AAER index + company-name candidate matching,STRATUM,STRATUM,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,1394130,SUNRISE HOLDINGS LTD,2010,100,23-Jul-10,AAER-3157,"Sunrise Senior Living, Inc., et al. Release No. LR-21600, AAER-3157 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21600 | https://www.sec.gov/files/litigation/complaints/2010/comp21600.pdf,SEC AAER index + company-name candidate matching,SUNRISE,SUNRISE,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,LIKELY COMPANY MATCH,,1011064,SUNRISE SENIOR LIVING INC,2010,100,23-Jul-10,AAER-3157,"Sunrise Senior Living, Inc., et al. Release No. LR-21600, AAER-3157 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21600 | https://www.sec.gov/files/litigation/complaints/2010/comp21600.pdf,SEC AAER index + company-name candidate matching,SUNRISE SENIOR LIVING,SUNRISE | SENIOR | LIVING,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1504747,SWISHER HYGIENE INC.,2016,100,24-May-16,AAER-3775,"Swisher Hygiene Inc. Release No. 33-10081, 34-77887, AAER-3775",https://www.sec.gov/files/litigation/admin/2016/33-10081.pdf,SEC AAER index + company-name candidate matching,SWISHER HYGIENE,SWISHER | HYGIENE,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1131554,SYNCHRONOSS TECHNOLOGIES INC,2022,100,7-Jun-22,AAER-4302,"Synchronoss Technologies, Inc. Release No. 34-95049, AAER-4302",https://www.sec.gov/files/litigation/admin/2022/34-95049.pdf,SEC AAER index + company-name candidate matching,SYNCHRONOSS TECHNOLOGIES,SYNCHRONOSS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,2009,100,1-Apr-09,AAER-2957,"Take-Two Interactive Software, Inc. Release No. LR-20982, AAER-2957 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-20982 | https://www.sec.gov/files/litigation/complaints/2009/comp20982.pdf,SEC AAER index + company-name candidate matching,TAKE TWO INTERACTIVE SOFTWARE,TAKE | TWO | INTERACTIVE | SOFTWARE,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,909724,TANDY LEATHER FACTORY INC,2021,100,21-Jul-21,AAER-4228,"Tandy Leather Factory, Inc. and Shannon Greene, CPA Release No. 34-92455, AAER-4228",https://www.sec.gov/files/litigation/admin/2021/34-92455.pdf,SEC AAER index + company-name candidate matching,TANDY LEATHER FACTORY,TANDY | LEATHER | FACTORY,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,730263,THOR INDUSTRIES INC,2011,100,13-May-11,AAER-3280,"Thor Industries, Inc., and Mark C. Schwartzhoff Release No. LR-21966, AAER-3280 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21966 | https://www.sec.gov/files/litigation/complaints/2011/comp21966.pdf,SEC AAER index + company-name candidate matching,THOR INDUSTRIES,THOR,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,859475,TRIDENT MICROSYSTEMS INC,2010,100,16-Jul-10,AAER-3154,"Trident Microsystems, Inc., Frank C. Lin, and Peter Y. Jen Release No. LR-21593, AAER-3154 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21593 | https://www.sec.gov/files/litigation/complaints/2010/comp21593.pdf,SEC AAER index + company-name candidate matching,TRIDENT MICROSYSTEMS,TRIDENT | MICROSYSTEMS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1429393,"TRUTANKLESS, INC.",2021,100,29-Apr-21,AAER-4213,"Trutankless, Inc. Release No. 34-91716, AAER-4213",https://www.sec.gov/files/litigation/admin/2021/34-91716.pdf,SEC AAER index + company-name candidate matching,TRUTANKLESS,TRUTANKLESS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1336917,"UNDER ARMOUR, INC.",2021,100,3-May-21,AAER-4220,"Under Armour, Inc. Release No. 33-10940, 34-91741, AAER-4220",https://www.sec.gov/files/litigation/admin/2021/33-10940.pdf,SEC AAER index + company-name candidate matching,UNDER ARMOUR,UNDER | ARMOUR,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,930184,VALEANT PHARMACEUTICALS INTERNATIONAL,2020,100,31-Jul-20,AAER-4153,"Valeant Pharmaceuticals International, Inc. and n/k/a Bausch Health Companies Inc. Release No. 33-10809, 34-89442, AAER-4153",https://www.sec.gov/files/litigation/admin/2020/33-10809.pdf,SEC AAER index + company-name candidate matching,VALEANT PHARMACEUTICALS INTERNATIONAL,VALEANT | PHARMACEUTICALS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1507385,"VEREIT, INC.",2020,100,23-Jun-20,AAER-4149,"Vereit, Inc. Release No. 33-10793, 34-89133, AAER-4149 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2020/33-10793.pdf | https://www.sec.gov/enforce/33-10793-s,SEC AAER index + company-name candidate matching,VEREIT,VEREIT,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1166388,VERINT SYSTEMS INC,2010,100,3-Mar-10,AAER-3117,"Verint Systems Inc. Release No. LR-21428, AAER-3117 See Also: SEC Complaint against Verint , Administrative Proceedings Release",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21428 | https://www.sec.gov/files/litigation/complaints/2010/comp21428.pdf | https://www.sec.gov/files/litigation/admin/2010/34-61635.pdf,SEC AAER index + company-name candidate matching,VERINT SYSTEMS,VERINT,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1166388,VERINT SYSTEMS INC,2010,100,3-Mar-10,AAER-3117,"Verint Systems Inc. Release No. 34-61635, AAER-3117",https://www.sec.gov/files/litigation/admin/2010/34-61635.pdf,SEC AAER index + company-name candidate matching,VERINT SYSTEMS,VERINT,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,103872,"VOLT INFORMATION SCIENCES, INC.",2014,100,25-Jul-14,AAER-3569; AAER-3570; AAER-3569,"Volt Information Sciences, Inc. and Debra L. Hobbs; Jack J. Egan, Jr. Release No. LR-23051, AAER-3569 and AAER-3570, AAER-3569",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-23051,SEC AAER index + company-name candidate matching,VOLT INFORMATION SCIENCES,VOLT | INFORMATION | SCIENCES,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,104169,WALMART INC.,2019,100,20-Jun-19,AAER-4054,"Walmart Inc. Release No. 34-86159, AAER-4054",https://www.sec.gov/files/litigation/admin/2019/34-86159.pdf,SEC AAER index + company-name candidate matching,WALMART,WALMART,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1279363,"WELLCARE HEALTH PLANS, INC.",2009,100,18-May-09,AAER-2971,"WellCare Health Plans, Inc. Release No. LR-21044, AAER-2971 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21044 | https://www.sec.gov/files/litigation/complaints/2009/comp21044.pdf,SEC AAER index + company-name candidate matching,WELLCARE HEALTH PLANS,WELLCARE | HEALTH | PLANS,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,912833,WEST MARINE INC,2009,100,23-Jul-09,AAER-3019,"West Marine, Inc. Release No. LR-21150, AAER-3019 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21150 | https://www.sec.gov/files/litigation/complaints/2009/comp21150.pdf,SEC AAER index + company-name candidate matching,WEST MARINE,WEST | MARINE,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
1,LIKELY COMPANY MATCH,,1011006,YAHOO INC,2018,100,24-Apr-18,AAER-3937,"Altaba Inc. and f/d/b/a Yahoo! Inc. Release No. 33-10485, 34-83096, AAER-3937",https://www.sec.gov/files/litigation/admin/2018/33-10485.pdf,SEC AAER index + company-name candidate matching,YAHOO,YAHOO,True,1.0,EXACT_NAME_MATCH—MANUAL_CONFIRM,AUTO_ACCEPT_STRICT,Full legal-entity name appears in the AAER title with an immediate corporate suffix.
0,LIKELY COMPANY MATCH,,1119046,ADVANCED TECHNOLOGIES GROUP LTD,2019,100,3-May-19,AAER-4045,"GT Advanced Technologies Inc. Release No. 33-10636, 34-85767, AAER-4045",https://www.sec.gov/files/litigation/admin/2019/33-10636.pdf,SEC AAER index + company-name candidate matching,ADVANCED TECHNOLOGIES GROUP,ADVANCED,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,AUTO_REJECT_OBVIOUS_MISMATCH,Candidate name contains only generic/short terms and the full legal entity was not found.
0,LIKELY COMPANY MATCH,,2065708,ANDERSEN GROUP INC.,2010,100,10-Jun-10,AAER-3144,"L. Rex Andersen, CPA Release No. 34-62262, AAER-3144",https://www.sec.gov/files/litigation/admin/2010/34-62262.pdf,SEC AAER index + company-name candidate matching,ANDERSEN GROUP,ANDERSEN,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
0,LIKELY COMPANY MATCH,,2065708,ANDERSEN GROUP INC.,2010,100,14-Jul-10,AAER-3153,"L. Rex Andersen, CPA Carol Fox Foelak, Administrative Law Judge Release No. 34-62499, AAER-3153",https://www.sec.gov/files/litigation/admin/2010/34-62499.pdf,SEC AAER index + company-name candidate matching,ANDERSEN GROUP,ANDERSEN,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
0,REVIEW,,1134765,"CHARLIE'S HOLDINGS, INC.",2022,88.89,7-Jun-22,AAER-4303,"Clayton ""Charlie"" Thomas Release No. 34-95050, AAER-4303",https://www.sec.gov/files/litigation/admin/2022/34-95050.pdf,SEC AAER index + company-name candidate matching,CHARLIE S,CHARLIE,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,REVIEW,,803014,COMVERSE TECHNOLOGY INC/NY/,2009,95.24,18-Jun-09,AAER-2994,"Comverse Technology, Inc. Release No. LR-21090, AAER-2994 See Also: SEC Complaint",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21090 | https://www.sec.gov/files/litigation/complaints/2009/comp21090.pdf,SEC AAER index + company-name candidate matching,COMVERSE TECHNOLOGY NY,COMVERSE,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
0,REVIEW,,1106861,CS DIAGNOSTICS CORP.,2023,88,5-Jul-23,AAER-4428,"Co-Diagnostics, Inc. Release No. 33-11209, 34-97836, AAER-4428 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2023/33-11209.pdf | https://www.sec.gov/enforce/33-11209-s,SEC AAER index + company-name candidate matching,CS DIAGNOSTICS,DIAGNOSTICS,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,REVIEW,,29915,DOW CHEMICAL CO /DE/,2018,93.33,2-Jul-18,AAER-3947,"The Dow Chemical Company Release No. 34-83581, AAER-3947 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2018/34-83581.pdf | https://www.sec.gov/enforce/34-83581-s,SEC AAER index + company-name candidate matching,DOW CHEMICAL DE,DOW | CHEMICAL,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,REVIEW,,1115222,DUN & BRADSTREET CORP/NW,2018,95,23-Apr-18,AAER-3936,"The Dun & Bradstreet Corporation Release No. 34-83088, AAER-3936 See Also: Administrative Summary",https://www.sec.gov/files/litigation/admin/2018/34-83088.pdf | https://www.sec.gov/enforce/34-83088-s,SEC AAER index + company-name candidate matching,DUN AND BRADSTREET NW,DUN | BRADSTREET,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,REVIEW,,811589,FIRST BANCORP /NC/,2015,93.75,1-Jun-15,AAER-3660,"First Bancorp, Anna Hollers and Teresa Nixon (Corrected Order) Release No. 34-75086, AAER-3660",https://www.sec.gov/files/litigation/admin/2015/34-75086.pdf,SEC AAER index + company-name candidate matching,FIRST BANCORP NC,FIRST | BANCORP,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
1,REVIEW,,1057706,FIRST BANCORP /PR/,2009,93.75,6-Jul-09,AAER-3007,"Doral Financial Corporation and First BanCorp Release No. LR-21117, AAER-3007",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21117,SEC AAER index + company-name candidate matching,FIRST BANCORP PR,FIRST | BANCORP,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
0,REVIEW,,1057706,FIRST BANCORP /PR/,2015,93.33,1-Jun-15,AAER-3660,"First Bancorp, Anna Hollers and Teresa Nixon (Corrected Order) Release No. 34-75086, AAER-3660",https://www.sec.gov/files/litigation/admin/2015/34-75086.pdf,SEC AAER index + company-name candidate matching,FIRST BANCORP PR,FIRST | BANCORP,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
0,REVIEW,,765207,"FIRST BANCORP, INC /ME/",2009,93.75,6-Jul-09,AAER-3007,"Doral Financial Corporation and First BanCorp Release No. LR-21117, AAER-3007",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-21117,SEC AAER index + company-name candidate matching,FIRST BANCORP ME,FIRST | BANCORP,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
0,REVIEW,,765207,"FIRST BANCORP, INC /ME/",2015,93.33,1-Jun-15,AAER-3660,"First Bancorp, Anna Hollers and Teresa Nixon (Corrected Order) Release No. 34-75086, AAER-3660",https://www.sec.gov/files/litigation/admin/2015/34-75086.pdf,SEC AAER index + company-name candidate matching,FIRST BANCORP ME,FIRST | BANCORP,False,1.0,POSSIBLE_ALIAS_OR_RENAME—MANUAL_REVIEW,MANUAL_REVIEW_COMPLETED,Reviewer decision merged from aaer_manual_review_only.csv.
